timestamp,price
2021-05-01 01:38:11.043927,0.7640861
2021-05-01 01:38:11.043927,0.76810744
2021-05-01 01:38:11.043927,0.77515981
2021-05-01 01:38:11.043927,0.80750666
2021-05-01 01:38:11.043927,0.81207218
2021-05-01 01:38:11.043927,0.81207218
2021-05-01 01:38:11.043927,0.83274311
2021-05-01 01:38:11.043927,0.83274311
2021-05-01 01:38:11.043927,0.84123296
2021-05-01 01:38:11.043927,0.84152826
2021-05-01 01:38:11.043927,0.84300147
2021-05-01 01:38:11.043927,0.84824631
2021-05-01 01:38:11.043927,0.84898456
2021-05-01 01:38:11.043927,0.84898456
2021-05-01 01:38:11.043927,0.84898456
2021-05-01 01:38:11.043927,0.85267579
2021-05-01 01:38:11.043927,0.87039373
2021-05-01 01:38:11.043927,0.87849626
2021-05-01 01:38:11.043927,0.88090281
2021-05-01 01:38:11.043927,0.88478882
2021-05-01 01:41:13.973790,0.76039486
2021-05-01 01:41:13.973790,0.7640861
2021-05-01 01:41:13.973790,0.77515981
2021-05-01 01:41:13.973790,0.80750666
2021-05-01 01:41:13.973790,0.81207218
2021-05-01 01:41:13.973790,0.81207218
2021-05-01 01:41:13.973790,0.83274311
2021-05-01 01:41:13.973790,0.83274311
2021-05-01 01:41:13.973790,0.84123296
2021-05-01 01:41:13.973790,0.84123296
2021-05-01 01:41:13.973790,0.84300147
2021-05-01 01:41:13.973790,0.84824631
2021-05-01 01:41:13.973790,0.84898456
2021-05-01 01:41:13.973790,0.84898456
2021-05-01 01:41:13.973790,0.84898456
2021-05-01 01:41:13.973790,0.85267579
2021-05-01 01:41:13.973790,0.87039373
2021-05-01 01:41:13.973790,0.87849626
2021-05-01 01:41:13.973790,0.88090281
2021-05-01 01:41:13.973790,0.88478882
2021-05-01 22:22:26.750879,0.77073033
2021-05-01 22:22:26.750879,0.77146857
2021-05-01 22:22:26.750879,0.77146857
2021-05-01 22:22:26.750879,0.77368332
2021-05-01 22:22:26.750879,0.77442156
2021-05-01 22:22:26.750879,0.77442156
2021-05-01 22:22:26.750879,0.77515981
2021-05-01 22:22:26.750879,0.77515981
2021-05-01 22:22:26.750879,0.780442
2021-05-01 22:22:26.750879,0.78972984
2021-05-01 22:22:26.750879,0.78972984
2021-05-01 22:22:26.750879,0.78972984
2021-05-01 22:22:26.750879,0.78992476
2021-05-01 22:22:26.750879,0.7921395
2021-05-01 22:22:26.750879,0.79287775
2021-05-01 22:22:26.750879,0.79354217
2021-05-01 22:22:26.750879,0.793616
2021-05-01 22:22:26.750879,0.79656899
2021-05-01 22:22:26.750879,0.79860321
2021-05-01 22:22:26.750879,0.80468971
2021-05-02 22:45:51.754218,0.7641695
2021-05-02 22:45:51.754218,0.7670475
2021-05-02 22:45:51.754218,0.76712281
2021-05-02 22:45:51.754218,0.76785376
2021-05-02 22:45:51.754218,0.76785376
2021-05-02 22:45:51.754218,0.76786114
2021-05-02 22:45:51.754218,0.76786114
2021-05-02 22:45:51.754218,0.76786114
2021-05-02 22:45:51.754218,0.76786114
2021-05-02 22:45:51.754218,0.77229111
2021-05-02 22:45:51.754218,0.77302944
2021-05-02 22:45:51.754218,0.77302944
2021-05-02 22:45:51.754218,0.77302944
2021-05-02 22:45:51.754218,0.774142
2021-05-02 22:45:51.754218,0.77435843
2021-05-02 22:45:51.754218,0.77450609
2021-05-02 22:45:51.754218,0.77507461
